,model_name,capability,test_name,test_n,pred,true,sent,predicate,arg_pos,pred_pos
418,bert_a3_10ep_adv,LocationVar,LocationVar,5,B-ARGM-LOC,B-ARGM-LOC,My mother used to live in Uzbekistan,live,6,4
419,bert_a3_10ep_adv,LocationVar,LocationVar,6,B-ARGM-LOC,B-ARGM-LOC,My mother used to live in Japan,live,6,4
420,bert_a3_10ep_adv,LocationVar,LocationVar,7,B-ARGM-LOC,B-ARGM-LOC,My mother used to live in France,live,6,4
421,bert_a3_10ep_adv,LocationVar,LocationVar,8,B-ARGM-LOC,B-ARGM-LOC,My mother used to live in Italy,live,6,4
422,bert_a3_10ep_adv,LocationVar,LocationVar,9,B-ARGM-LOC,B-ARGM-LOC,My mother used to live in Canada,live,6,4
423,bert_a3_10ep_adv,LocationVar,LocationVar,10,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in Mozambique,is,7,1
424,bert_a3_10ep_adv,LocationVar,LocationVar,11,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in Nepal,is,7,1
425,bert_a3_10ep_adv,LocationVar,LocationVar,12,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in China,is,7,1
426,bert_a3_10ep_adv,LocationVar,LocationVar,13,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in Indonesia,is,7,1
427,bert_a3_10ep_adv,LocationVar,LocationVar,14,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in Indonesia,is,7,1
428,bert_a3_10ep_adv,LocationVar,LocationVar,15,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in Uzbekistan,is,7,1
429,bert_a3_10ep_adv,LocationVar,LocationVar,16,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in Japan,is,7,1
430,bert_a3_10ep_adv,LocationVar,LocationVar,17,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in France,is,7,1
431,bert_a3_10ep_adv,LocationVar,LocationVar,18,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in Italy,is,7,1
432,bert_a3_10ep_adv,LocationVar,LocationVar,19,B-ARGM-LOC,B-ARGM-LOC,There is a fantastic flower shop in Canada,is,7,1
433,bert_a3_10ep_adv,LocationVar,LocationVar,20,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Oakland,bought,4,1
434,bert_a3_10ep_adv,LocationVar,LocationVar,21,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Cleveland,bought,4,1
435,bert_a3_10ep_adv,LocationVar,LocationVar,22,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Cincinnati,bought,4,1
436,bert_a3_10ep_adv,LocationVar,LocationVar,23,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Greensboro,bought,4,1
437,bert_a3_10ep_adv,LocationVar,LocationVar,24,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Greensboro,bought,4,1
438,bert_a3_10ep_adv,LocationVar,LocationVar,25,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in San Jose,bought,4,1
439,bert_a3_10ep_adv,LocationVar,LocationVar,26,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Lubbock,bought,4,1
440,bert_a3_10ep_adv,LocationVar,LocationVar,27,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Denver,bought,4,1
441,bert_a3_10ep_adv,LocationVar,LocationVar,28,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Kansas,bought,4,1
442,bert_a3_10ep_adv,LocationVar,LocationVar,29,B-ARGM-LOC,B-ARGM-LOC,I bought flowers in Garland,bought,4,1
443,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,0,B-ARGM-TMP,B-ARGM-TMP,I ate a cake yesterday,ate,4,1
444,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,1,B-ARGM-TMP,B-ARGM-TMP,I ate a cake last week,ate,5,1
445,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,2,B-ARGM-TMP,B-ARGM-TMP,I ate a cake last month,ate,5,1
446,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,3,B-ARGM-TMP,B-ARGM-TMP,I ate a cake yesterday,ate,4,1
447,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,4,B-ARGM-TMP,B-ARGM-TMP,I ate a cake this morning,ate,5,1
448,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,5,B-ARGM-TMP,B-ARGM-TMP,I ate a cake last night,ate,5,1
449,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,6,B-ARGM-TMP,B-ARGM-TMP,I ate a cake last year,ate,5,1
450,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,7,B-ARGM-TMP,B-ARGM-TMP,I ate a cake recently,ate,4,1
451,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,8,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother recently,visited,4,1
452,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,9,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last week,visited,5,1
453,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,10,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last month,visited,5,1
454,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,11,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother yesterday,visited,4,1
455,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,12,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother this morning,visited,5,1
456,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,13,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last night,visited,5,1
457,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,14,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last year,visited,5,1
458,bert_a3_10ep_adv,FreqAdvPast,FreqAdvPast,15,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother recently,visited,4,1
459,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,0,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday tomorrow,having,6,3
460,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,1,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday tomorrow,having,6,3
461,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,2,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday today,having,6,3
462,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,3,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday this afternoon,having,7,3
463,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,4,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday tonight,having,6,3
464,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,5,B-ARGM-TMP,B-ARGM-TMP,The concert begins tonight,begins,3,2
465,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,6,B-ARGM-TMP,B-ARGM-TMP,The concert begins tomorrow,begins,3,2
466,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,7,B-ARGM-TMP,B-ARGM-TMP,The concert begins today,begins,3,2
467,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,8,B-ARGM-TMP,B-ARGM-TMP,The concert begins this afternoon,begins,4,2
468,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,9,B-ARGM-TMP,B-ARGM-TMP,The concert begins tonight,begins,3,2
469,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,10,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving today,arriving,4,3
470,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,11,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving tomorrow,arriving,4,3
471,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,12,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving today,arriving,4,3
472,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,13,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving this afternoon,arriving,5,3
473,bert_a3_10ep_adv,FreqAdvPresent,FreqAdvPresent,14,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving tonight,arriving,4,3
474,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,0,B-ARGM-TMP,B-ARGM-TMP,I will have a party tonight,have,5,2
475,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,1,B-ARGM-TMP,B-ARGM-TMP,I will have a party next week,have,6,2
476,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,2,B-ARGM-TMP,B-ARGM-TMP,I will have a party next month,have,6,2
477,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,3,B-ARGM-TMP,B-ARGM-TMP,I will have a party next year,have,6,2
478,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,4,B-ARGM-TMP,B-ARGM-TMP,I will have a party tomorrow,have,5,2
479,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,5,B-ARGM-TMP,B-ARGM-TMP,I will have a party tonight,have,5,2
480,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,6,B-ARGM-TMP,B-ARGM-TMP,He will go to the park tomorrow,go,6,2
481,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,7,B-ARGM-TMP,B-ARGM-TMP,He will go to the park next week,go,7,2
482,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,8,B-ARGM-TMP,B-ARGM-TMP,He will go to the park next month,go,7,2
483,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,9,B-ARGM-TMP,B-ARGM-TMP,He will go to the park next year,go,7,2
484,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,10,B-ARGM-TMP,B-ARGM-TMP,He will go to the park tomorrow,go,6,2
485,bert_a3_10ep_adv,FreqAdvFuture,FreqAdvFuture,11,B-ARGM-TMP,B-ARGM-TMP,He will go to the park tonight,go,6,2
486,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,0,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the building,jumped,3,2
487,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,1,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the store,ran,5,2
488,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,2,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the school,biked,4,1
489,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,3,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the garbe disposal,biked,4,1
490,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,4,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the gym,biked,4,1
491,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,5,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the school,jumped,3,2
492,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,6,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the store,ran,5,2
493,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,7,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the school,ran,5,2
494,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,8,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the park,jumped,3,2
495,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,9,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the restaurant,jumped,3,2
496,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,10,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the school,biked,4,1
497,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,11,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the school,jumped,3,2
498,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,12,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the gym,jumped,3,2
499,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,13,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the cinema,biked,4,1
500,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,14,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the zoo,biked,4,1
501,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,15,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the restaurant,jumped,3,2
502,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,16,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the park,jumped,3,2
503,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,17,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the school,biked,4,1
504,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,18,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the restaurant,jumped,3,2
505,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,19,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the cinema,ran,5,2
506,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,20,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the school,jumped,3,2
507,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,21,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the gym,ran,5,2
508,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,22,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the restaurant,jumped,3,2
509,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,23,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the university,ran,5,2
510,bert_a3_10ep_adv,VarDirTarget,VarDirTarget,24,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the garbe disposal,jumped,3,2
511,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,0,B-ARG2,B-ARGM-GOL,The laundry should be put onto the floor,put,7,4
512,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,1,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into the red basket,dumped,10,1
513,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,2,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house onto the floor,dumped,9,1
514,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,3,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house onto the floor,dumped,9,1
515,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,4,B-ARG2,B-ARGM-GOL,The laundry should be put into the garbage disposal,put,8,4
516,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,5,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
517,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,6,B-ARG2,B-ARGM-GOL,My brother threw a paper into the red basket,threw,8,2
518,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,7,B-ARG2,B-ARGM-GOL,My brother threw a paper into a huge bin,threw,8,2
519,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,8,B-ARG2,B-ARGM-GOL,My brother threw a paper into the garbage disposal,threw,8,2
520,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,9,B-ARG2,B-ARGM-GOL,My brother threw a paper onto the floor,threw,7,2
521,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,10,B-ARG2,B-ARGM-GOL,My brother threw a paper into the red basket,threw,8,2
522,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,11,B-ARG2,B-ARGM-GOL,The laundry should be put onto the floor,put,7,4
523,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,12,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into the garbage disposal,dumped,10,1
524,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,13,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
525,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,14,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house onto the floor,dumped,9,1
526,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,15,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into a huge bin,dumped,10,1
527,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,16,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
528,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,17,B-ARG2,B-ARGM-GOL,The laundry should be put into a huge bin,put,8,4
529,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,18,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into a huge bin,dumped,10,1
530,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,19,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
531,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,20,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into the garbage disposal,dumped,10,1
532,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,21,B-ARG2,B-ARGM-GOL,My brother threw a paper into the garbage disposal,threw,8,2
533,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,22,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house onto the floor,dumped,9,1
534,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,23,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
535,bert_a3_10ep_adv,VarGoalSource,VarGoalSource,24,B-ARG2,B-ARGM-GOL,The laundry should be put onto the floor,put,7,4
